,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GAL_BATCH_mu=0.26_S,GLC_CHEM_mu=0.26_P,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.40_V,GLC_CHEM_mu=0.41_P,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GAM_BATCH_mu=0.46_S,GLC_CHEM_mu=0.46_P,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_replicate2_P,GLC_CHEM_mu=0.51_replicate1_P,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,FUM_BATCH_mu=0.55_H,GLC_BATCH_mu=0.58_S,GLC_BATCH_mu=0.6_H,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S,GLC_BATCH_mu=0.67_S,GLC_BATCH_mu=1.03_S
HEPK1,0.00089661,0.00097812,0.0016302,0.0017117099999999982,0.0017117099999999982,0.00179322,0.002119259999999998,0.00211926,0.0024453,0.00252681,0.00252681,0.00285285,0.00293436,0.0032604,0.0032603999999999966,0.0033419100000000035,0.00342342,0.00358644,0.003749459999999996,0.0037494600000000005,0.003830969999999989,0.00383097,0.003993990000000003,0.0040755,0.00415701,0.00415701,0.004483050000000001,0.004483050000000001,0.004483050000000001,0.0047275799999999995,0.004890599999999995,0.005135129999999988,0.005298150000000001,0.0053796600000000005,0.0054611700000000004,0.00839553
ALATA_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_26dap_M_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPLIPAL1G141pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_novbcn_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12PPDRtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERTRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSPMDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPLIPAL2A180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPLIPAL2A181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIRC2,0.0478348199999942,0.05218343999999939,0.0869724000000007,0.09132102000000422,0.09132102000000422,0.09566963999999761,0.11306411999998757,0.11306411999999552,0.1304586000000066,0.13480722,0.13480722,0.15220170000001887,0.15655031999999813,0.17394480000001153,0.17394479999999216,0.17829341999999965,0.1826420400000076,0.19133928000000458,0.2000365199999925,0.20003652000000072,0.20438513999998917,0.2043851399999929,0.21308237999999827,0.21743099999998947,0.22177962000000018,0.22177962000000018,0.23917409999999897,0.23917410000001715,0.23917410000001746,0.2522199599999916,0.2609172000000058,0.27396305999999676,0.2826602999999835,0.2870089199999512,0.29135753999996816,0.4479078600000254
AIRC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPTS,2.7060000000000002e-05,2.952e-05,4.92e-05,5.1660000000000003e-05,5.1660000000000003e-05,5.4120000000000004e-05,6.396e-05,6.396e-05,7.38e-05,7.626e-05,7.626e-05,8.609999999999999e-05,8.856e-05,9.84e-05,9.84e-05,0.00010085999999999999,0.00010332000000000001,0.00010824000000000001,0.00011316000000000001,0.00011316000000000001,0.00011562,0.00011562,0.00012054000000000001,0.000123,0.00012546,0.00012546,0.0001353,0.0001353,0.0001353,0.00014267999999999998,0.0001476,0.00015497999999999998,0.0001599,0.00016236,0.00016482,0.00025338
CYTK1_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCYNTtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB4PS,9.811999999998966e-05,0.00010703999999997358,0.0001784000000000115,0.0001873199999999954,0.0001873199999999954,0.00019623999999997932,0.00023191999999980402,0.00023192000000002606,0.0002675999999999617,0.0002765199999999456,0.0002765199999999456,0.00031219999999988133,0.0003211199999999763,0.0003567999999999675,0.000356800000000023,0.0003657200000000069,0.00037464000000001857,0.00039247999999995865,0.00041031999999992653,0.00041031999999992653,0.0004192399999999104,0.0004192399999999104,0.0004370799999998783,0.00044600000000002873,0.00045492000000006813,0.00045492000000006813,0.0004906000000000038,0.0004906000000000038,0.0004906000000000038,0.0005173600000000666,0.0005351999999999235,0.0005619599999998752,0.0005797999999998431,0.0005887200000002711,0.000597640000000255,0.0009187600000000092
COLIPAabctex,0.00089661,0.00097812,0.0016302,0.00171171,0.00171171,0.00179322,0.00211926,0.00211926,0.0024453,0.00252681,0.00252681,0.00285285,0.00293436,0.0032604,0.0032604,0.00334191,0.00342342,0.00358644,0.0037494600000000005,0.0037494600000000005,0.00383097,0.00383097,0.00399399,0.0040755,0.00415701,0.00415701,0.004483050000000001,0.004483050000000001,0.004483050000000001,0.0047275799999999995,0.0048906,0.00513513,0.005298150000000001,0.0053796600000000005,0.0054611700000000004,0.00839553
NTD6pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACCOAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12PPDRtpp_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLNTtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPTG,0.00147972,0.0016142399999999999,0.0026904,0.00282492,0.00282492,0.00295944,0.00349752,0.00349752,0.0040356,0.004170119999999999,0.004170119999999999,0.0047082,0.00484272,0.0053808,0.0053808,0.00551532,0.00564984,0.00591888,0.00618792,0.0061879199999999995,0.00632244,0.00632244,0.00659148,0.006725999999999999,0.00686052,0.00686052,0.007398600000000001,0.007398600000000001,0.0073986,0.007802159999999999,0.0080712,0.00847476,0.0087438,0.00887832,0.009012840000000001,0.01385556
GLYCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3PAT180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3PAT181,0.00267443,0.0029175599999999996,0.0048626,0.00510573,0.00510573,0.00534886,0.00632138,0.00632138,0.007293899999999999,0.00753703,0.00753703,0.00850955,0.008752679999999999,0.0097252,0.0097252,0.009968330000000001,0.01021146,0.01069772,0.01118398,0.01118398,0.011427109999999999,0.011427109999999999,0.01191337,0.012156499999999999,0.012399630000000002,0.012399630000000002,0.013372150000000003,0.013372150000000003,0.013372150000000003,0.01410154,0.014587799999999998,0.01531719,0.01580345,0.01604658,0.01628971,0.02504239
LPLIPAL2G120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCL,0.006182934999997114,0.006745019999999678,0.011241700000000299,0.011803785000002148,0.011803785000002148,0.012365869999998835,0.014962089999993863,0.014614209999997706,0.0,0.017424635000000084,0.017424635000000084,0.019672975000009543,0.02023505999999902,0.0,0.02248339999999595,0.02304548499999974,0.0,0.0,0.025855909999996415,0.025855910000000412,0.02704685499999475,0.026417994999996447,0.027542164999999313,0.028104249999994738,0.028666334999999973,0.028666334999999973,0.0309146749999996,0.03165057500000826,0.0,0.032600929999995976,0.03372510000000309,0.03541135499999842,0.036535524999992394,0.03709760999997529,0.037659694999984034,0.057894755000012454
HISTD,0.01012616,0.01104672,0.0184112,0.01933176,0.01933176,0.02025232,0.02393456,0.02393456,0.0276168,0.02853736,0.02853736,0.0322196,0.03314016,0.0368224,0.0368224,0.03774296,0.03866352,0.04050464,0.04234576,0.04234576,0.04326632,0.04326632,0.04510744,0.046028,0.04694856,0.04694856,0.050630800000000004,0.050630800000000004,0.050630800000000004,0.05339248,0.0552336,0.057995279999999996,0.0598364,0.06075696,0.06167752,0.09481768
MLDCP1App,6.654999999999999e-05,7.259999999999999e-05,0.000121,0.00012705,0.00012705,0.00013309999999999998,0.0001573,0.0001573,0.0001815,0.00018754999999999998,0.00018754999999999998,0.00021174999999999997,0.00021779999999999998,0.000242,0.000242,0.00024805,0.0002541,0.00026619999999999997,0.0002783,0.0002783,0.00028434999999999995,0.00028434999999999995,0.00029644999999999997,0.0003025,0.00030855,0.00030855,0.00033275,0.00033275,0.00033275,0.00035089999999999996,0.000363,0.00038114999999999997,0.00039325,0.0003993,0.00040535,0.0006231499999999999
ASP1DC,6.335999999995678e-05,6.911999999992258e-05,0.00011519999999998198,0.0001209600000000588,0.0001209600000000588,0.00012671999999991357,0.0001497600000001098,0.00014975999999988776,0.00017280000000032686,0.00017855999999993877,0.00017855999999993877,0.00020160000000002398,0.00020735999999987875,0.00023040000000040806,0.00023039999999974192,0.00023615999999981874,0.0002419200000001176,0.00025343999999982714,0.0002649600000002028,0.00026495999999998077,0.0002707200000002796,0.00027071999999983554,0.00028223999999998917,0.000288000000000066,0.00029375999999992075,0.00029375999999992075,0.000316800000000228,0.00031679999999933983,0.000316800000000228,0.00033408000000045845,0.000345600000000168,0.00036287999999995435,0.00037440000000099616,0.0003801599999997407,0.0003859200000002616,0.0005932799999999183
3PEPTtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGLYabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE3HOXUtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I2FE2SR,2.1999999999999998e-07,2.4e-07,4e-07,4.1999999999999995e-07,4.1999999999999995e-07,4.3999999999999997e-07,5.2e-07,5.2e-07,6e-07,6.2e-07,6.2e-07,7e-07,7.2e-07,8e-07,8e-07,8.199999999999999e-07,8.399999999999999e-07,8.799999999999999e-07,9.2e-07,9.2e-07,9.399999999999999e-07,9.399999999999999e-07,9.8e-07,1e-06,1.02e-06,1.02e-06,1.1e-06,1.1e-06,1.1e-06,1.16e-06,1.2e-06,1.26e-06,1.3e-06,1.32e-06,1.34e-06,2.0599999999999998e-06
I2FE2SS,3.002999999999996e-05,3.276000000000002e-05,5.459999999999981e-05,5.7329999999999866e-05,5.7329999999999866e-05,6.005999999999992e-05,7.098000000000015e-05,7.098000000000015e-05,8.19e-05,8.463000000000021e-05,8.463000000000021e-05,9.554999999999999e-05,9.827999999999984e-05,0.00010920000000000001,0.00010919999999999962,0.0001119299999999999,0.00011466,0.00012012,0.00012557999999999995,0.00012557999999999995,0.0001283099999999998,0.0001283099999999998,0.0001337699999999999,0.00013650000000000017,0.00013922999999999957,0.00013922999999999957,0.0001501499999999998,0.0001501499999999998,0.00015015000000000002,0.0001583400000000002,0.00016379999999999986,0.00017199000000000026,0.00017744999999999992,0.00018018000000000062,0.00018291000000000048,0.0002811900000000007
XYLI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRTRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I2FE2ST,2.64e-06,2.88e-06,4.800000000000001e-06,5.04e-06,5.04e-06,5.28e-06,6.24e-06,6.24e-06,7.2000000000000005e-06,7.44e-06,7.44e-06,8.4e-06,8.64e-06,9.600000000000001e-06,9.600000000000001e-06,9.84e-06,1.008e-05,1.056e-05,1.1040000000000001e-05,1.1040000000000001e-05,1.1279999999999999e-05,1.1279999999999999e-05,1.1760000000000001e-05,1.2e-05,1.2240000000000001e-05,1.2240000000000001e-05,1.3200000000000002e-05,1.3200000000000002e-05,1.3200000000000002e-05,1.3919999999999999e-05,1.4400000000000001e-05,1.5120000000000001e-05,1.5600000000000003e-05,1.584e-05,1.6080000000000002e-05,2.4720000000000004e-05
CRNDCAL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPLIPAL1E181pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCBT_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALURtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLIPAabcpp,0.00089661,0.00097812,0.0016302,0.0017117099999999982,0.0017117099999999982,0.00179322,0.002119259999999998,0.00211926,0.0024453,0.00252681,0.00252681,0.00285285,0.00293436,0.0032604,0.0032603999999999966,0.0033419100000000035,0.00342342,0.00358644,0.003749459999999996,0.0037494600000000005,0.003830969999999989,0.00383097,0.003993990000000003,0.0040755,0.00415701,0.00415701,0.004483050000000001,0.004483050000000001,0.004483050000000001,0.0047275799999999995,0.004890599999999995,0.005135129999999988,0.005298150000000001,0.0053796600000000005,0.0054611700000000004,0.00839553
EX_23cgmp_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_met_L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMMBLHX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPALtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCCtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07708066297874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBIPGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDD19xr_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSBGGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALATA_L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPPGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_2ddglcn_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4PEPTtex_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPOtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEOXAMabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHORDfum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_slnt_e,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_mso3_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKGtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTHRpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLt3_2pp,0.00027236,0.00029712,0.0004952,0.00051996,0.00051996,0.00054472,0.00064376,0.00064376,0.0007428,0.0007675599999999999,0.0007675599999999999,0.0008665999999999999,0.0008913599999999999,0.0009904,0.0009904,0.00101516,0.00103992,0.00108944,0.00113896,0.00113896,0.0011637199999999998,0.0011637199999999998,0.00121324,0.001238,0.00126276,0.00126276,0.0013618,0.0013618,0.0013618,0.00143608,0.0014856,0.00155988,0.0016094,0.00163416,0.00165892,0.00255028
HEPT2,0.00089661,0.00097812,0.0016302,0.0017117099999999982,0.0017117099999999982,0.00179322,0.002119259999999998,0.00211926,0.0024453,0.00252681,0.00252681,0.00285285,0.00293436,0.0032604,0.0032603999999999966,0.0033419100000000035,0.00342342,0.00358644,0.003749459999999996,0.0037494600000000005,0.003830969999999989,0.00383097,0.003993990000000003,0.0040755,0.00415701,0.00415701,0.004483050000000001,0.004483050000000001,0.004483050000000001,0.0047275799999999995,0.004890599999999995,0.005135129999999988,0.005298150000000001,0.0053796600000000005,0.0054611700000000004,0.00839553
NTD12pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRASCSi,0.0478348199999942,0.05218343999999939,0.0869724000000007,0.09132102000000422,0.09132102000000422,0.09566963999999761,0.11306411999998757,0.11306411999999552,0.1304586000000066,0.13480722,0.13480722,0.15220170000001887,0.15655031999999813,0.17394480000001153,0.17394479999999216,0.17829341999999965,0.1826420400000076,0.19133928000000458,0.2000365199999925,0.20003652000000072,0.20438513999998917,0.2043851399999929,0.21308237999999827,0.21743099999998947,0.22177962000000018,0.22177962000000018,0.23917409999999897,0.23917410000001715,0.23917410000001746,0.2522199599999916,0.2609172000000058,0.27396305999999676,0.2826602999999835,0.2870089199999512,0.29135753999996816,0.4479078600000254
PIt2rpp_reverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
